Gene Symbol,-2_diff,-1_diff,0_diff,1_diff,2_diff
RORC,0.0,-0.24,-9.06,9.16,0.14
ROS1,0.0,12.25,-15.39,2.97,0.17
RP1,0.0,6.76,-5.8,-1.12,0.17
RP11-165H20.1,-0.2,-30.98,20.77,10.4,0.0
RP1L1,0.0,7.23,-8.53,0.96,0.34
RP9,0.0,0.42,-57.59,56.38,0.78
RP9P,0.0,0.42,-57.76,56.41,0.94
RPA1,0.0,11.6,-13.97,2.76,-0.39
RPA2,0.0,-27.81,17.32,10.32,0.17
RPA3,-0.39,-0.09,-55.88,56.24,0.13
RPAIN,0.17,11.96,-14.53,2.42,-0.03
RPAP1,0.17,13.52,-16.2,2.54,-0.03
RPAP2,0.0,-28.62,18.37,10.44,-0.2
RPAP3,-0.48,0.9,-5.75,5.54,-0.2
RPE,0.17,1.98,-4.79,2.63,0.0
RPE65,0.0,-32.06,21.22,10.49,0.34
RPF1,-0.2,-30.14,19.74,10.79,-0.2
RPF2,0.17,11.21,-14.17,2.61,0.17
RPGRIP1,0.0,17.66,-18.88,2.38,-1.17
RPGRIP1L,0.0,12.38,-15.39,2.84,0.17
RPH3A,-0.61,-1.21,-2.85,5.08,-0.42
RPH3AL,0.0,11.53,-13.35,2.22,-0.39
RPIA,0.0,2.81,-5.25,2.44,0.0
RPL10A,0.0,8.53,-11.19,2.9,-0.25
RPL10L,0.0,12.64,-14.81,2.19,-0.03
RPL11,0.0,-26.26,16.6,9.49,0.17
RPL12,0.0,2.12,-10.58,8.52,-0.05
RPL13,0.69,12.22,-16.43,3.52,0.0
RPL13A,-0.98,-31.74,9.41,22.99,0.32
RPL13AP17,-0.2,0.39,-56.32,54.29,1.84
RPL13AP20,-0.03,5.13,-6.88,2.35,-0.59
RPL13AP3,0.0,10.54,-12.98,2.63,-0.2
RPL13AP5,-0.98,-31.74,9.41,22.99,0.32
RPL13AP6,-0.98,64.59,-63.91,0.14,0.14
RPL13P5,0.0,5.0,-3.37,1.02,-2.64
RPL14,-0.59,1.49,-7.3,6.58,-0.2
RPL15,0.0,1.82,-7.62,6.39,-0.59
RPL17,0.0,-1.63,-5.43,6.71,0.34
RPL17-C18ORF32,0.0,-1.63,-5.43,6.71,0.34
RPL18,-0.78,-31.57,8.87,23.68,-0.2
RPL18A,0.0,2.2,-19.57,17.79,-0.42
RPL19,-0.03,8.01,-13.69,5.71,0.0
RPL19P12,0.0,0.44,-49.4,48.86,0.1
RPL21,-0.64,9.41,-10.89,2.5,-0.39
RPL21P28,-0.64,9.41,-10.89,2.5,-0.39
RPL21P44,0.0,-4.55,-8.85,5.04,8.35
RPL22,-0.22,-17.68,8.54,9.36,0.0
RPL22L1,-0.2,0.91,-12.77,11.99,0.08
RPL23,-0.03,7.84,-12.66,4.85,0.0
RPL23A,-0.2,7.32,-13.62,6.32,0.17
RPL23AP32,0.0,2.05,-4.63,2.59,0.0
RPL23AP53,-0.03,7.48,-8.81,1.23,0.13
RPL23AP64,0.0,11.15,1.31,-10.45,-2.01
RPL23AP7,0.0,3.74,-6.18,2.44,0.0
RPL23AP82,1.08,21.79,-22.28,-0.38,-0.22
RPL23P8,0.0,0.18,-56.14,55.51,0.47
RPL24,-0.78,1.25,-9.38,8.94,-0.03
RPL26,-0.2,11.15,-13.85,3.28,-0.39
RPL26L1,-0.39,-1.38,-4.0,6.56,-0.78
RPL27,-0.03,5.59,-11.61,5.88,0.17
RPL27A,-2.02,3.19,1.59,-2.53,-0.22
RPL28,-2.79,-35.71,12.24,26.08,0.17
RPL29,-0.98,0.84,-7.89,7.86,0.17
RPL29P2,-0.39,12.87,-15.05,2.96,-0.39
RPL3,0.0,21.35,-22.3,1.36,-0.42
RPL30,0.0,5.63,0.33,-4.98,-0.98
RPL31,0.0,3.4,-6.0,2.63,-0.03
RPL31P11,0.0,0.26,-9.23,9.18,-0.2
RPL32,0.34,1.71,-7.35,5.37,-0.07
RPL32P3,-0.59,2.99,-11.81,9.41,0.0
RPL34,-0.03,-10.07,6.47,3.44,0.17
RPL35,0.0,3.69,-11.49,7.68,0.13
RPL35A,-1.4,1.48,-11.46,10.74,0.64
RPL36,0.17,1.76,-18.97,18.26,-1.23
RPL36AL,0.0,12.06,-14.27,2.41,-0.2
RPL37,0.0,0.83,-7.27,6.63,-0.2
RPL37A,-0.03,1.42,-4.2,2.8,0.0
RPL38,-0.2,5.46,-10.64,6.21,-0.83
RPL39L,-0.03,1.32,-13.68,11.57,0.81
RPL3L,0.17,10.27,-14.58,3.99,0.14
RPL4,0.0,8.89,-11.53,2.83,-0.2
RPL41,-0.05,-0.32,-6.16,5.73,0.81
RPL5,0.0,-27.59,17.68,10.1,-0.2
RPL6,-0.44,-1.21,-3.22,5.08,-0.22
RPL7,0.0,5.85,-4.39,-1.44,-0.03
RPL7A,0.0,3.22,-10.59,7.58,-0.22
RPL7L1,0.0,8.68,-11.88,3.24,-0.05
RPL8,-1.57,5.88,3.03,-4.64,-2.71
RPL9,0.0,-1.77,-2.07,3.66,0.17
RPLP0,-0.2,-0.82,-2.78,4.4,-0.61
RPLP0P2,0.17,12.31,-5.93,-6.55,0.0
RPLP1,0.0,8.33,-10.96,2.83,-0.2
RPLP2,-3.0,5.48,0.26,-2.7,-0.03
RPN1,-0.59,2.97,-11.62,9.06,0.17
RPN2,0.0,2.33,-31.68,29.33,0.0
RPP14,-0.39,1.1,-8.2,7.69,-0.2
RPP21,0.0,8.64,-10.94,2.51,-0.2
RPP25,-0.03,9.05,-12.39,3.19,0.17
RPP30,0.34,64.76,-65.57,0.13,0.34
RPP38,-0.2,65.77,-56.92,-7.82,-0.83
RPP40,-0.39,6.82,-9.02,2.61,-0.03
RPPH1,-0.2,16.98,-18.36,2.75,-1.17
RPRD1A,0.0,-1.31,-5.53,7.05,-0.22
RPRD1B,0.0,2.5,-31.3,28.8,0.0
RPRD2,0.0,-0.41,-9.21,9.3,0.32
RPRM,0.17,2.05,-5.03,2.63,0.17
RPRML,-0.03,5.29,-11.29,6.23,-0.2
RPS10,0.0,8.19,-10.85,3.07,-0.42
RPS10-NUDT3,0.0,8.19,-10.85,3.07,-0.42
RPS10P7,0.0,-0.43,-9.65,10.11,-0.03
RPS11,-0.98,-31.74,9.24,23.16,0.32
RPS12,-0.2,13.11,-15.89,2.97,0.0
RPS13,0.0,3.75,-0.96,-2.42,-0.39
RPS14,0.17,-0.7,-4.77,5.5,-0.2
RPS15,0.17,1.53,-20.07,19.51,-1.15
RPS15A,0.0,8.63,-13.08,4.65,-0.2
RPS15AP10,0.0,-31.84,21.2,10.46,0.17
RPS16,0.0,-34.71,7.44,27.19,0.08
RPS16P5,0.0,8.81,-11.85,3.44,-0.39
RPS17,-0.03,8.55,-11.16,2.63,0.0
RPS17L,-0.03,8.55,-11.16,2.63,0.0
RPS18,0.0,8.53,-11.02,2.88,-0.39
RPS19,-0.03,-34.55,8.95,26.04,-0.42
RPS19BP1,0.17,21.16,-22.13,1.19,-0.39
RPS2,0.17,10.27,-14.58,3.99,0.14
RPS20,0.0,6.24,-5.46,-0.78,0.0
RPS21,0.0,2.97,-32.04,29.12,-0.05
RPS23,0.17,0.17,-5.95,5.6,0.0
RPS24,0.34,65.17,-65.61,0.1,0.0
RPS25,0.0,11.15,1.31,-10.45,-2.01
RPS26,0.14,-0.86,-5.99,6.24,0.47
RPS27,0.0,-0.24,-9.23,9.33,0.14
RPS27A,0.0,2.05,-4.81,2.96,-0.2
RPS27L,0.0,9.14,-11.6,2.66,-0.2
RPS28,0.0,1.98,-20.22,19.29,-1.05
RPS29,0.0,12.06,-14.27,2.41,-0.2
RPS2P32,0.0,0.72,-56.34,55.16,0.47
RPS3,0.0,12.95,-4.91,-7.82,-0.22
RPS3A,-1.42,-10.84,8.26,4.03,-0.03
RPS5,-2.79,-35.06,9.92,27.95,-0.03
RPS6,-0.81,24.95,-26.23,2.29,-0.2
RPS6KA1,0.0,-28.64,18.13,10.35,0.17
RPS6KA2,-0.44,14.17,-17.05,3.32,0.0
RPS6KA4,0.0,12.36,-6.11,-6.42,0.17
RPS6KA5,-0.03,5.21,-8.7,3.71,-0.2
RPS6KB1,0.0,4.74,-10.04,5.94,-0.64
RPS6KB2,0.0,13.07,-6.36,-6.33,-0.39
RPS6KC1,0.17,2.22,-11.3,8.73,0.17
RPS6KL1,-0.03,7.15,-10.32,3.19,0.0
RPS7,-0.2,1.69,-4.01,2.59,-0.07
RPS7P5,-0.07,-0.72,-8.83,9.27,0.34
RPS8,0.0,-32.01,21.37,10.66,-0.03
RPS9,-2.37,-35.37,12.2,25.37,0.17
RPSA,-0.39,1.13,-7.5,6.78,-0.03
RPSAP52,0.34,1.2,-7.19,4.82,0.83
RPSAP58,-0.2,0.7,-19.77,19.12,0.14
RPSAP9,0.34,2.12,-11.12,8.48,0.17
RPTN,0.0,-0.07,-8.89,8.81,0.14
RPTOR,-0.03,7.64,-11.85,5.4,-1.17
RPUSD1,-0.03,11.94,-16.03,3.99,0.13
RPUSD2,-0.03,13.88,-16.44,2.41,0.17
RPUSD3,0.17,1.19,-5.73,4.45,-0.09
RPUSD4,0.0,11.5,1.18,-10.68,-2.01
RQCD1,-0.03,1.22,-3.84,2.83,-0.2
RRAD,0.0,11.28,-14.44,3.35,-0.2
RRAGA,-1.0,25.7,-26.99,2.12,0.17
RRAGC,0.0,-31.51,19.99,11.18,0.34
RRAGD,0.0,11.07,-13.67,2.61,0.0
RRAS,-0.98,-31.77,9.09,23.51,0.14
RRAS2,-1.37,3.3,0.32,-2.22,-0.03
RRBP1,-0.03,2.02,-31.7,29.91,-0.2
RREB1,-0.39,7.71,-9.0,1.9,-0.22
RRH,-0.03,-9.73,6.47,3.1,0.17
RRM1,-2.81,3.1,2.29,-2.39,-0.2
RRM2,-0.2,1.42,-3.71,2.0,0.49
RRM2B,0.0,5.8,1.28,-5.71,-1.37
RRN3,0.0,8.63,-13.08,4.65,-0.2
RRN3P1,0.34,12.04,-16.72,4.33,0.0
RRN3P2,0.17,9.46,-13.4,3.76,0.0
RRN3P3,0.34,12.04,-16.72,4.33,0.0
RRNAD1,0.0,-0.07,-8.75,9.1,-0.29
RRP1,0.0,2.55,-9.18,6.81,-0.2
RRP12,-0.22,65.18,-65.44,0.34,0.14
RRP15,0.17,2.54,-10.91,7.85,0.34
RRP1B,0.0,2.35,-8.98,6.81,-0.2
RRP36,0.0,8.87,-12.08,3.24,-0.05
RRP7A,-0.25,21.18,-21.18,0.63,-0.39
RRP7B,-0.25,21.18,-21.18,0.63,-0.39
RRP8,-2.42,3.71,1.64,-2.53,-0.39
RRP9,-0.98,0.84,-7.89,8.03,0.0
RRS1,0.0,6.22,-5.93,-0.09,-0.2
RSAD1,0.0,4.48,-11.98,7.33,0.17
RSAD2,-0.2,1.56,-4.23,2.73,0.13
RSBN1,-0.2,-31.32,21.44,10.07,0.0
RSBN1L,-0.2,0.05,-56.7,55.52,1.33
RSC1A1,0.0,-27.6,15.52,11.91,0.17
RSF1,0.0,12.77,-5.81,-7.48,0.52
RSG1,0.0,-28.64,16.38,11.91,0.34
RSL1D1,0.0,8.18,-13.28,4.75,0.34
RSL24D1,0.0,9.47,-11.98,2.34,0.17
RSPH1,0.17,2.21,-8.66,6.28,0.0
RSPH10B,-0.39,-0.29,-56.0,56.21,0.47
RSPH10B2,-0.39,-0.29,-56.0,56.21,0.47
RSPH3,-0.42,11.93,-14.66,3.14,0.0
RSPH4A,0.0,11.54,-14.52,2.97,0.0
RSPH6A,-0.61,-34.54,10.79,24.19,0.17
RSPH9,0.0,8.87,-12.96,3.61,0.47
RSPO1,-0.2,-30.81,19.48,11.18,0.34
RSPO2,0.0,5.8,1.92,-5.71,-2.01
RSPO3,0.0,12.97,-15.94,2.97,0.0
RSPO4,-0.2,1.82,-31.98,30.57,-0.22
RSPRY1,0.34,10.96,-13.53,2.42,-0.2
RSRC1,-0.03,0.22,-10.78,10.27,0.32
RSRC2,0.17,-0.82,-3.14,4.6,-0.81
RSU1,0.32,65.61,-56.95,-8.16,-0.83
RTBDN,-0.2,1.65,-18.52,17.72,-0.65
RTCD1,-0.2,-31.34,21.12,10.62,-0.2
RTDR1,0.17,19.62,-21.65,2.1,-0.25
RTEL1,-0.39,2.51,-31.19,28.99,0.08
RTEL1-TNFRSF6B,-0.39,2.51,-31.19,28.99,0.08
RTF1,0.17,13.69,-16.2,2.36,-0.03
RTKN,0.0,2.76,-5.38,2.61,0.0
RTKN2,0.17,66.98,-66.66,-0.46,-0.03
RTL1,0.17,6.51,-10.34,3.49,0.17
RTN1,-0.03,8.17,-11.16,3.02,0.0
RTN2,-0.81,-35.0,11.47,24.37,-0.03
RTN3,0.0,13.03,-6.04,-6.79,-0.2
RTN4,0.0,2.05,-4.98,3.13,-0.2
RTN4IP1,0.0,11.12,-14.23,2.97,0.14
RTN4R,0.34,19.48,-22.04,2.28,-0.05
RTN4RL1,0.0,11.6,-13.97,2.76,-0.39
RTN4RL2,0.0,11.95,-6.87,-5.08,0.0
RTP1,-0.03,1.3,-14.02,11.94,0.81
RTP2,-0.03,0.54,-13.29,11.77,1.0
RTP3,-0.81,1.09,-7.08,6.8,0.0
RTP4,-0.03,0.88,-13.46,11.6,1.0
RTTN,-0.2,-0.49,-6.34,7.05,-0.03
RUFY1,-0.05,-1.51,-4.73,6.51,-0.22
RUFY2,0.17,67.5,-67.23,-0.44,0.0
RUFY3,-0.42,-6.77,3.72,3.3,0.17
RUFY4,-0.03,1.05,-3.49,2.49,-0.03
RUNDC1,-0.03,5.59,-11.61,5.88,0.17
RUNDC3A,0.17,5.24,-11.29,5.88,0.0
RUNDC3B,0.0,0.44,-54.56,52.6,1.52
RUNX1,0.17,1.2,-7.68,6.5,-0.2
RUNX1-IT1,0.17,1.2,-7.5,6.32,-0.2
RUNX1T1,0.0,5.73,-1.41,-3.88,-0.44
RUNX2,0.0,8.66,-11.51,2.71,0.14
RUNX3,0.17,-27.54,17.05,9.97,0.34
RUSC1,0.0,0.27,-10.9,10.33,0.3
RUSC1-AS1,0.0,0.27,-10.73,10.16,0.3
RUSC2,0.0,14.24,-22.43,8.04,0.14
RUVBL1,-0.59,2.46,-11.1,9.24,0.0
RUVBL2,-0.78,-31.59,8.7,23.68,0.0
RWDD1,0.0,11.54,-14.52,2.97,0.0
RWDD2A,0.0,10.94,-14.11,3.17,0.0
RWDD2B,0.0,0.42,-7.43,7.01,0.0
RWDD3,0.0,-30.31,20.07,10.44,-0.2
RWDD4,-2.42,-8.14,6.39,4.17,0.0
RXFP1,-1.62,-11.06,8.85,3.83,0.0
RXFP2,-0.81,10.29,-10.16,1.08,-0.42
RXFP3,0.34,0.78,-6.83,6.1,-0.39
RXFP4,0.0,-0.07,-10.17,10.5,-0.26
RXRA,0.34,3.74,-11.45,7.41,-0.05
RXRB,0.0,8.14,-10.82,2.88,-0.2
RXRG,0.0,-0.29,-9.04,9.52,-0.2
RYBP,-0.2,0.96,-8.09,7.52,-0.2
RYK,-0.2,2.5,-11.86,9.38,0.17
RYR1,0.0,-34.83,6.36,28.37,0.1
RYR2,-0.42,1.3,-10.38,9.32,0.17
RYR3,0.32,14.33,-16.46,1.85,-0.03
S100A1,0.0,-0.41,-9.23,9.5,0.14
S100A10,0.0,-0.07,-9.06,9.16,-0.03
S100A11,0.0,-0.07,-9.06,9.16,-0.03
S100A12,0.0,-0.41,-8.89,9.16,0.14
S100A13,0.0,-0.41,-9.23,9.5,0.14
S100A14,0.0,-0.41,-9.23,9.5,0.14
S100A16,0.0,-0.41,-9.23,9.5,0.14
S100A2,0.0,-0.41,-8.89,9.16,0.14
S100A3,0.0,-0.41,-8.89,9.16,0.14
S100A4,0.0,-0.41,-8.89,9.16,0.14
S100A5,0.0,-0.41,-8.89,9.16,0.14
S100A6,0.0,-0.41,-8.89,9.16,0.14
S100A7,0.0,-0.41,-8.89,9.16,0.14
S100A7A,0.0,-0.41,-8.89,9.16,0.14
S100A7L2,0.0,-0.41,-8.89,9.16,0.14
S100A8,0.0,-0.41,-8.89,9.16,0.14
S100A9,0.0,-0.41,-8.89,9.16,0.14
S100B,-0.03,2.29,-8.34,6.08,0.0
S100P,0.14,-0.49,-2.95,3.3,0.0
S100PBP,0.0,-30.0,18.3,11.01,0.69
S100Z,0.17,0.71,-6.34,5.46,0.0
S1PR1,-0.2,-31.32,21.1,10.62,-0.2
S1PR2,0.0,1.85,-19.66,18.53,-0.73
S1PR3,0.34,2.51,-11.31,8.66,-0.2
S1PR4,0.17,1.51,-20.32,19.73,-1.1
S1PR5,0.0,1.82,-19.09,18.36,-1.1
SAA1,0.0,4.51,-2.11,-2.22,-0.2
SAA2,0.0,4.51,-2.11,-2.22,-0.2
SAA2-SAA4,0.0,4.51,-2.11,-2.22,-0.2
SAA3P,0.0,4.34,-1.94,-2.22,-0.2
SAA4,0.0,4.34,-1.94,-2.22,-0.2
SAAL1,0.0,4.34,-1.94,-2.22,-0.2
SAC3D1,0.0,13.42,-6.75,-6.64,-0.03
SACM1L,-0.78,1.06,-7.25,6.8,0.17
SACS,-0.64,9.85,-11.28,2.46,-0.39
SAE1,-0.78,-32.14,9.36,23.21,0.34
SAFB,0.17,1.76,-18.94,18.24,-1.23
SAFB2,0.17,1.76,-18.94,18.24,-1.23
SAG,-3.03,1.5,-0.96,2.49,0.0
SALL1,0.17,12.93,-15.93,2.67,0.17
SALL2,0.0,16.93,-18.36,2.61,-1.17
SALL3,-0.59,-0.73,-5.12,6.32,0.13
SALL4,-0.2,2.11,-30.94,29.02,0.0
SAMD1,0.0,1.7,-19.89,18.8,-0.61
SAMD10,-0.39,2.51,-31.19,28.99,0.08
SAMD11,-0.64,-22.84,11.91,11.08,0.49
SAMD12,0.0,5.75,3.15,-5.1,-3.79
SAMD12-AS1,0.0,5.75,3.15,-5.1,-3.79
SAMD13,-0.03,-30.31,19.57,10.96,-0.2
SAMD14,0.17,4.43,-11.59,6.81,0.17
SAMD15,0.14,5.4,-9.09,3.36,0.17
SAMD3,-0.39,13.5,-16.08,2.97,0.0
SAMD4A,0.0,10.93,-13.15,2.61,-0.39
SAMD4B,0.0,-34.33,7.27,27.19,-0.12
SAMD5,-0.22,12.62,-14.81,2.61,-0.2
SAMD7,-0.2,0.22,-11.54,11.64,-0.12
SAMD8,0.17,66.94,-66.66,-0.44,0.0
SAMD9,0.0,0.25,-52.39,50.69,1.45
SAMD9L,0.0,0.25,-52.39,50.69,1.45
SAMHD1,0.0,2.33,-31.85,29.33,0.17
SAMM50,-0.25,21.68,-21.87,0.63,-0.2
SAMSN1,0.32,0.76,-7.46,6.06,0.32
SAP130,0.0,3.01,-5.27,2.27,0.0
SAP18,-0.44,8.31,-10.16,2.67,-0.39
SAP25,0.0,0.61,-49.94,49.27,0.05
SAP30,-2.22,-8.95,7.54,3.64,0.0
SAP30BP,0.0,5.11,-10.95,7.07,-1.23
SAP30L,0.17,-1.18,-4.32,5.53,-0.2
SAPCD1,0.0,7.92,-10.41,2.68,-0.2
SAPCD2,0.0,3.12,-10.76,7.73,-0.09
SAR1A,0.34,66.95,-67.03,-0.44,0.17
SAR1B,0.17,-0.56,-4.72,5.33,-0.22
SARDH,0.0,3.57,-10.76,7.41,-0.22
SARM1,-0.2,7.32,-13.47,6.34,0.0
SARNP,-0.05,-1.04,-4.77,5.54,0.32
SARS,-0.2,-31.67,21.32,10.93,-0.39
SARS2,0.0,-34.32,6.71,27.71,-0.09
SART1,0.0,13.63,-6.96,-6.64,-0.03
SART3,-0.05,-2.19,-2.28,4.72,-0.2
SASH1,-0.42,12.42,-14.79,2.61,0.17
SASS6,-0.2,-31.34,21.12,10.62,-0.2
SAT2,0.3,13.36,-15.91,2.45,-0.2
SATB1,0.17,1.52,-6.89,5.78,-0.59
SATB2,0.17,1.98,-5.15,3.0,0.0
SAV1,0.0,12.03,-14.24,2.24,-0.03
SAYSD1,0.0,8.36,-10.85,2.9,-0.42
SBDS,-0.2,-0.12,-57.77,56.22,1.86
SBDSP1,-0.2,0.05,-58.27,57.25,1.16
SBF1,1.08,21.79,-22.28,-0.38,-0.22
SBF1P1,0.0,6.58,-5.63,-1.12,0.17
SBF2,-2.05,3.02,2.15,-2.73,-0.39
SBK1,0.17,8.92,-13.25,4.16,0.0
SBK2,-2.99,-36.06,12.81,26.06,0.17
SBNO1,0.0,-0.79,-3.1,4.53,-0.64
SBNO2,0.34,1.34,-19.8,20.05,-1.93
SBSN,0.0,-33.56,4.97,29.03,-0.44
SC5DL,0.0,11.53,0.79,-10.48,-1.83
SCAF1,-0.98,-32.14,9.09,23.87,0.14
SCAF11,-0.83,1.05,-5.58,5.38,-0.03
SCAF4,-0.39,0.45,-6.7,6.84,-0.2
SCAF8,-0.42,11.76,-14.13,2.61,0.17
SCAI,0.17,3.15,-11.66,8.05,0.3
SCAMP1,0.17,0.54,-6.37,5.65,0.0
SCAMP2,-0.03,8.85,-12.19,3.37,0.0
SCAMP3,0.0,0.27,-10.73,9.99,0.47
SCAMP4,0.17,1.7,-20.27,19.36,-0.98
SCAMP5,-0.03,9.22,-12.74,3.37,0.17
SCAND1,0.0,2.33,-31.68,29.33,0.0
SCAND2,0.17,8.89,-11.51,2.46,-0.03
SCAND3,0.0,7.89,-9.68,2.16,-0.39
SCAP,-0.98,0.64,-7.33,7.49,0.17
SCAPER,-0.03,9.22,-11.99,3.0,-0.2
SCARA3,0.0,8.18,-7.89,-0.1,-0.2
SCARA5,0.0,8.18,-7.89,-0.1,-0.2
SCARB1,0.34,-0.65,-3.81,4.6,-0.48
SCARB2,-0.2,-7.58,4.31,3.3,0.17
SCARF1,0.0,11.74,-14.29,2.93,-0.39
SCARF2,0.34,19.48,-22.04,2.28,-0.05
SCARNA1,0.0,-27.81,17.49,10.15,0.17
SCARNA10,0.0,5.0,-3.52,1.36,-2.83
SCARNA11,0.0,5.0,-3.52,1.36,-2.83
SCARNA12,0.0,4.97,-3.54,1.02,-2.44
SCARNA13,0.32,5.38,-9.18,3.52,-0.03
SCARNA14,0.0,8.5,-11.53,3.02,0.0
SCARNA15,-0.03,8.75,-11.36,2.63,0.0
SCARNA16,0.0,5.75,-11.15,6.41,-1.0
SCARNA17,0.0,-1.63,-5.6,6.88,0.34
SCARNA18,0.17,0.17,-5.78,5.43,0.0
SCARNA2,-0.2,-31.67,21.12,10.93,-0.2
SCARNA20,0.0,4.91,-10.39,6.11,-0.64
SCARNA21,-0.2,12.01,-14.72,3.31,-0.39
SCARNA22,-0.2,0.51,-4.35,4.06,-0.03
SCARNA27,-0.59,7.16,-8.28,2.1,-0.39
SCARNA3,0.0,0.38,-9.92,9.74,-0.2
SCARNA4,0.0,-0.07,-10.0,10.5,-0.44
SCARNA5,-3.03,1.73,-1.17,2.49,0.0
SCARNA6,-3.03,1.73,-1.17,2.49,0.0
SCARNA7,0.0,0.57,-11.32,10.41,0.34
SCARNA8,-1.0,25.7,-26.99,2.12,0.17
SCARNA9,0.0,12.48,-3.81,-8.99,0.32
SCCPDH,-0.44,-0.07,-9.24,9.25,0.52
SCD,-0.2,66.38,-66.1,-0.03,-0.05
SCD5,-0.39,-6.69,3.64,3.47,-0.03
SCEL,-0.44,11.28,-12.15,1.5,-0.2
SCFD1,0.0,16.44,-18.53,2.71,-0.61
SCFD2,-0.2,-3.84,-5.82,4.74,5.12
SCG2,-0.03,1.19,-3.46,2.29,0.0
SCG3,0.17,10.79,-13.28,2.51,-0.2
SCG5,0.17,14.03,-16.19,2.02,-0.03
SCGB1A1,0.0,13.0,-6.43,-6.38,-0.2
SCGB1B2P,0.0,-33.56,4.06,29.94,-0.44
SCGB1C1,-2.83,5.31,0.26,-2.7,-0.03
SCGB1D1,0.0,12.65,-6.11,-6.55,0.0
SCGB1D2,0.0,12.65,-5.92,-6.55,-0.2
SCGB1D4,0.0,12.65,-5.92,-6.55,-0.2
SCGB2A1,0.0,12.65,-6.11,-6.55,0.0
SCGB2A2,0.0,12.65,-5.92,-6.55,-0.2
SCGB2B2,0.0,-33.39,4.06,29.77,-0.44
SCGB2B3P,0.0,-33.21,4.06,29.6,-0.44
SCGB3A1,-0.22,-1.01,-4.68,6.33,-0.42
SCGB3A2,0.0,-0.7,-4.97,5.7,-0.03
SCGN,0.0,6.94,-9.23,2.32,-0.03
SCHIP1,-0.2,0.02,-10.59,10.24,0.52
SCIMP,0.17,11.96,-14.53,2.59,-0.2
SCIN,-0.2,0.47,-56.08,55.16,0.64
SCLT1,-1.2,-7.96,5.3,3.86,0.0
SCLY,-3.2,0.01,0.14,3.05,0.0
SCMH1,0.0,-31.15,19.98,10.83,0.34
SCML4,0.17,11.12,-14.75,2.95,0.52
SCN10A,-0.39,1.15,-7.69,6.96,-0.03
SCN11A,-0.39,1.15,-7.52,6.78,-0.03
SCN1A,0.17,1.83,-4.81,2.63,0.17
SCN1B,0.0,-33.41,4.59,28.88,-0.07
SCN2A,0.17,2.0,-4.98,2.63,0.17
SCN2B,0.0,11.15,1.32,-10.31,-2.18
SCN3A,0.17,2.0,-4.98,2.63,0.17
SCN3B,0.0,12.21,0.96,-10.8,-2.37
SCN4A,0.0,4.74,-10.24,6.3,-0.81
SCN4B,0.0,11.15,1.32,-10.31,-2.18
SCN5A,-0.39,1.15,-7.69,6.96,-0.03
SCN7A,0.17,1.64,-4.98,2.83,0.34
SCN8A,-0.42,-0.55,-5.8,6.46,0.3
SCN9A,0.17,2.0,-5.15,2.63,0.34
SCNM1,0.0,-0.41,-9.4,9.5,0.32
SCNN1A,0.0,5.17,-3.89,1.53,-2.81
SCNN1B,0.34,11.33,-16.35,4.68,0.0
SCNN1D,-0.64,-22.84,11.91,11.08,0.49
SCNN1G,0.34,11.5,-16.52,4.68,0.0
SCO1,0.0,10.27,-13.94,3.87,-0.2
SCO2,1.08,21.79,-22.28,-0.38,-0.22
SCOC,-1.42,-10.21,7.09,4.37,0.17
SCP2,0.0,-31.39,20.73,10.66,0.0
SCPEP1,0.0,3.99,-10.07,5.96,0.13
SCRG1,-2.22,-8.95,7.54,3.64,0.0
SCRIB,-1.57,5.88,3.03,-4.64,-2.71
SCRN1,0.0,0.42,-57.45,56.38,0.64
SCRN2,0.17,5.26,-12.0,6.57,0.0
SCRN3,0.34,1.81,-4.98,2.83,0.0
SCRT1,-1.57,5.88,3.03,-4.64,-2.71
SCRT2,-0.2,1.63,-31.43,30.22,-0.22
SCT,-2.83,5.48,0.26,-2.7,-0.2
SCTR,0.0,3.4,-6.0,2.61,0.0
SCUBE1,-0.25,21.48,-21.81,1.17,-0.59
SCUBE2,-2.02,3.37,1.44,-2.39,-0.39
SCUBE3,0.0,8.53,-11.02,2.9,-0.42
SCXA,-1.57,5.88,3.03,-4.64,-2.71
SCXB,-1.57,5.88,3.03,-4.64,-2.71
SCYL1,0.0,13.42,-6.75,-6.64,-0.03
SCYL2,0.17,-1.85,-3.53,5.41,-0.2
SCYL3,0.0,0.06,-9.6,9.55,0.0
SDAD1,-0.2,-7.38,4.31,3.1,0.17
SDC1,-0.03,1.61,-4.42,2.51,0.32
SDC2,0.0,5.8,0.53,-5.52,-0.81
SDC3,0.0,-29.45,17.24,11.52,0.69
SDC4,0.0,2.14,-31.16,28.85,0.17
SDC4P,0.17,22.7,-23.3,0.83,-0.39
SDCBP,0.0,5.88,-5.27,-0.61,0.0
SDCBP2,-0.2,2.02,-32.0,30.39,-0.22
SDCCAG3,0.0,2.34,-9.68,7.58,-0.25
SDCCAG8,-0.59,-1.56,-8.66,9.27,1.52
SDF2,-0.2,7.49,-13.47,5.99,0.17
SDF2L1,0.34,19.48,-22.04,2.28,-0.05
SDF4,-0.64,-22.84,11.91,11.08,0.49
SDHA,0.47,-0.5,-6.48,6.76,-0.25
SDHAF1,0.0,-33.2,4.4,29.06,-0.26
