,log_rank,p_value,long_survival
HHEX,36.070672462635656,1.9028929742740088e-09,low
HIF1AN,100.7181110304693,1.0605142326533076e-23,high
HK1,0.6148723713953563,0.43295915202404645,low
HKDC1,10.580334061295835,0.0011429700422738534,low
HMX2,1.4743561598901558,0.22465964552053244,low
HMX3,1.5375709348919187,0.21497972905765395,low
HNRNPA3P1,101.35201057303112,7.700701516404667e-24,high
HNRNPF,29.4395106255655,5.7689432439996466e-08,low
HNRNPH3,120.0383354748711,6.204991380457742e-28,high
HPS1,43.23239886523716,4.8609079355848594e-11,low
HPS6,35.156208450093445,3.0428975265973357e-09,high
HPSE2,88.71050757866189,4.5703113111084236e-21,high
HSD17B7P2,35.528579718729105,2.5133572810637104e-09,high
HSPA12A,55.54238406220084,9.146550692650713e-14,high
HSPA14,26.200612088143867,3.0772497544038773e-07,high
HTR7,8.475473843956562,0.0035996660708236656,low
HTRA1,4.92891206229185,0.026410940087959276,high
IDE,4.557331630155698,0.032778104596904015,high
IDI1,116.8686962722848,3.067158726678571e-27,high
IDI2,96.92489691955542,7.200751058452756e-23,high
IFIT1,3.3092543314991407,0.068890744953975,high
IFIT1B,5.247169453991243,0.02198250186904425,high
