,log_rank,p_value,long_survival
TWISTNB,80.07471053504817,3.605172331015576e-19,low
TXNDC3,17.475650570736427,2.9101108717224962e-05,low
TYW1,50.414017523494536,1.2450175255600294e-12,low
TYW1B,8.28870932158375,0.0039892332475871236,low
UBE2D4,41.65697413078865,1.0877667366425601e-10,low
UBE2H,0.006647762475042341,0.9350174364114284,high
UBE3C,58.42693956861529,2.1098214077994437e-14,low
UBN2,40.65344709225427,1.8176631151419029e-10,high
UFSP1,43.48906613898218,4.263348603533013e-11,low
UNCX,2.10978262911054,0.14636010614716308,low
UPK3B,0.0036115335811414883,0.952079146819369,low
UPK3BL,66.74387287740316,3.09176904643649e-16,low
UPP1,96.52079123745331,8.831157099046598e-23,low
URGCP,3.6168518521073083,0.05719701017814656,low
USP42,21.209008789112996,4.118242383591491e-06,low
VGF,8.561801659381175,0.003432895244775473,low
VIPR2,74.60579445298565,5.747426648682651e-18,high
VKORC1L1,24.511560543325984,7.386531639293707e-07,low
VOPP1,29.355088921187384,6.02580678826847e-08,low
VPS37D,0.31010247100110844,0.5776173118544411,high
VPS41,1.3586671988157981,0.24376860125623406,high
VSTM2A,64.32524150872315,1.054856367854578e-15,high
VWC2,31.8592301010043,1.6576010527697088e-08,high
VWDE,65.61423661112435,5.484117038913869e-16,low
WASL,0.17903869254837984,0.6722006777650551,high
WBSCR16,79.81357832187074,4.114553744565083e-19,low
WBSCR17,33.986841836915595,5.548603769671738e-09,high
WBSCR22,49.22107260162507,2.2868086449438933e-12,low
WBSCR27,21.785278895128016,3.0493082751847593e-06,low
WBSCR28,104.42794547891752,1.6301509237357281e-24,low
WDR60,0.07315537716093153,0.786796765036204,low
WDR86,53.618855029230794,2.4341205173995194e-13,high
WDR91,2.589626067071559,0.10756572783129564,low
WEE2,5.753137140722733,0.01645923868774536,high
WIPF3,49.192849236818994,2.319948723897849e-12,low
WIPI2,3.073286686438039,0.07958841307571496,low
WNT16,40.12437756634005,2.382966242233587e-10,low
WNT2,0.4424470375745563,0.5059437331287765,high
XRCC2,89.8031874816343,2.6307010282607436e-21,low
YKT6,60.008489048596374,9.44491293774256e-15,low
YWHAG,5.7841929236321725,0.016170920884285712,low
ZAN,0.003272726553587659,0.9543797054069567,same
ZC3HAV1,29.011793672688064,7.1938993670232e-08,high
ZC3HAV1L,56.32724634213836,6.135924161692012e-14,low
ZC3HC1,53.047699461722736,3.255460460317395e-13,low
ZCWPW1,27.118365261023758,1.9137124594029235e-07,high
ZDHHC4,55.33904047570247,1.0143383698129641e-13,low
ZFAND2A,50.44953603621529,1.2226870763546596e-12,low
ZKSCAN1,34.43518611378076,4.406841050888854e-09,high
ZKSCAN5,23.33643657194476,1.3599912896272003e-06,low
ZMIZ2,1.9460921950088381,0.16300857703406657,low
ZNF107,7.557839742505849,0.005974957123039566,high
ZNF117,0.004429238792846597,0.9469379402112622,high
ZNF12,53.26206467098554,2.9188925469334717e-13,low
ZNF138,1.562996711333587,0.21122698301531626,high
ZNF212,0.04363299626326848,0.8345379150230308,high
ZNF273,12.885780069780315,0.0003310881151459713,high
ZNF277,8.193295500579659,0.004204547805860845,high
ZNF282,0.8556877467304066,0.3549482654369842,low
ZNF3,5.269254396362742,0.02170530752371501,high
ZNF394,51.066605937619144,8.928436723172328e-13,low
ZNF398,22.921171619869263,1.6878255909491007e-06,high
ZNF425,60.60570591331822,6.9731592872400826e-15,high
ZNF467,0.1881662840870431,0.6644472054464605,low
ZNF479,0.12999384318765783,0.718438422588383,same
ZNF498,16.809201654761523,4.1332398383645087e-05,high
ZNF655,51.540413089909556,7.013835105519974e-13,low
ZNF679,0.3179016160408747,0.5728714340798797,low
ZNF680,0.0027445457079535852,0.9582192073529031,high
ZNF713,0.63886722153447,0.4241212905320968,high
ZNF716,0.43120590524985414,0.5113978214412722,low
ZNF727,60.48557119232531,7.411979186271246e-15,high
ZNF735,0.021135124328419498,0.8844114521435523,low
ZNF746,15.41357150251121,8.636579023135762e-05,low
ZNF767,3.7871414183239662,0.05164778284957092,low
ZNF775,9.041864920571342,0.0026386633028852905,high
ZNF777,0.4977707790792221,0.48048126354077836,high
ZNF786,0.004015069635185469,0.9494761938975091,high
ZNF789,27.246913187695156,1.7906077184424574e-07,low
ZNF800,10.38594483188585,0.0012697819345530892,high
ZNF804B,35.732736163611385,2.263287196536542e-09,high
ZNF815,15.013911616898787,0.00010672154729580027,low
ZNF853,29.560785158381197,5.41902778451158e-08,low
ZNF862,0.004703691227377562,0.9453211834675612,high
ZNF92,3.0134107692966934,0.08257836176873996,high
ZNHIT1,37.93920901872761,7.298363028583839e-10,low
ZNRF2,61.85999828973349,3.687652081504932e-15,low
ZP3,21.164916049578746,4.214085748190768e-06,low
ZPBP,0.0008369188202077137,0.9769207785809503,low
ZSCAN21,4.483134386688804,0.034230888035360243,low
ZYX,113.8844569987877,1.3812714697293267e-26,low
